PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50,Std.Err(IC50),nH,%Inhibition at 5 uM,Mean High,STD Deviation High,Mean Low,STD Deviation Low
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,IC50 value determined using sigmoidal dose response equation,Standard Error of IC50 value,Hill coefficient determined using sigmoidal dose response equation,% inhibition of CYP2C9 in primary screening,Mean luminescence signal of negative controls in the corresponding plate,Standard deviation (n=64) of negative controls in the corresponding plate,Mean luminescence signal of positive controls in the corresponding plate,Standard deviation (n=64) of positive controls in the corresponding plate
RESULT_UNIT,,,,,,,,MICROMOLAR,MICROMOLAR,NONE,NONE,CPS,CPS,CPS,CPS
36041,865891,667149,CCOC(=O)C1=C(OC2=C(C1C3=CC=NC=C3)C(=O)NC(=C2)C)N,Active,29,,,,,,74.3,45894,4882.5,224.8,224.26
36042,864801,666050,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)CN3CCN(CC3)C4=CC=CC=C4)CC5=C(C=CC=C5Cl)F,Inactive,11,,,,,,29,45894,4882.5,224.8,224.26
36043,7975970,1332587,CC(=O)C1=CC(=CC=C1)NC(=O)C2=CC(=C(C=C2)OC)S(=O)(=O)N3CCOCC3,Inactive,1,,,,,,4.3,45894,4882.5,224.8,224.26
36044,7976262,1332572,CC1=CC2=C(C(=C(C(=O)O2)C)C)C(=C1)OCC(=O)C(C)(C)C,Inactive,4,,,,,,11.2,45894,4882.5,224.8,224.26
36045,7976333,680636,CCOC(=O)CC(=O)NC1=C(C=C(C=C1)Br)C(=O)O,Inactive,18,,,,,,45,45894,4882.5,224.8,224.26
36046,865342,666596,CC1=CC(=NC(=N1)SCC(=O)NC2=NC=C3C(=N2)CC(CC3=O)(C)C)C,Inactive,0,,,,,,-39.9,45894,4882.5,224.8,224.26
36047,7974769,796149,CC1(C(=[N+](CN1O)[O-])C2=CC=CC=C2)C,Inactive,0,,,,,,-8.8,45894,4882.5,224.8,224.26
36048,7972290,796324,CC1=C(C2=CC=CC=C2N1)CCC(=O)N,Inactive,0,,,,,,-210.9,45894,4882.5,224.8,224.26
36049,7977913,796318,C1COCCN1C2=C(C(=O)N(C2=O)C3=CC=CC=C3Cl)Cl,Inactive,3,,,,,,8.8,45894,4882.5,224.8,224.26
36050,7973766,2926370,CN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCCC4,Inactive,12,,,,,,32,45894,4882.5,224.8,224.26
36051,7972477,1332453,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)Cl)C(=O)NC,Inactive,0,,,,,,-38.1,45894,4882.5,224.8,224.26
36052,7977012,2842480,C1CCN(CC1)C(=O)C2CC3=CC=CC=C3O2,Inactive,0,,,,,,-19.4,45894,4882.5,224.8,224.26
36053,7976160,696847,C1CC2=C(C1)SC3=C2C4=NN=CN4C=N3,Inactive,3,,,,,,8.2,45894,4882.5,224.8,224.26
36054,7977996,870163,C1CC2=NC(=CN2C1)SCC3=CC=CC=C3Cl,Inactive,0,,,,,,-10.7,45894,4882.5,224.8,224.26
36055,864632,665874,CC1=CC2=C(C(C(=C(O2)N)C(=O)OC)C3=CC=CC=C3Cl)C(=O)N1CCCN4C=CN=C4,Active,26,,,,,,65.9,45894,4882.5,224.8,224.26
36056,7974289,2869084,CNC(=NC)SC1CC(=O)N(C1=O)C2=CC=CC=C2,Inactive,0,,,,,,-36.7,45894,4882.5,224.8,224.26
36057,7975034,2869016,CCN=C(NC1=CC2=C(C=C1)OCO2)SC3CC(=O)N(C3=O)C4=CC=CC=C4F,Active,40,,,,,,100,45894,4882.5,224.8,224.26
36058,864604,665846,CC1=CC=C(C=C1)C2=NOC(=N2)CCC(=O)NC3=CC=CC=C3C,Inactive,14,,,,,,37.2,45894,4882.5,224.8,224.26
36059,7974831,2227556,C1CSC2=C(S1)C(=O)N(C2=O)CCCO,Inactive,0,,,,,,-10.1,45894,4882.5,224.8,224.26
36060,7977125,2862269,CC1=C(C(C(=C(N1)SCC(=O)N)C#N)C2=CN=CC=C2)C(=O)C,Inactive,1,,,,,,3.5,45894,4882.5,224.8,224.26
36061,861292,662548,CCOC(=O)C1=C(OC(=C(C1C2=CC=CO2)C#N)N)C3=CC=CC=C3,Inactive,6,,,,,,15.7,45894,4882.5,224.8,224.26
36062,7976474,868671,CCC1=C(SC(=C1C(=O)OC(C)C)NC(=O)C2=CC=CS2)C,Active,25,,,,,,64.3,45894,4882.5,224.8,224.26
36063,7973009,5310643,CC/C(=C\C(=O)C1=CC=NC=C1)/NC2=CC=C(C=C2)O,Inactive,16,,,,,,40.8,45894,4882.5,224.8,224.26
36064,7977203,135411542,CC1(CC(=C(C(=O)C1)C=NCCN2CCN(CC2)C(=O)CC3CCCC3)O)C,Inactive,0,,,,,,-15.7,45894,4882.5,224.8,224.26
36065,7973348,1104093,CC1=C(C=CC=C1NC(=O)C2=CC(=C(C(=C2)OC)OC)OC)C3=NC4=CC=CC=C4O3,Inactive,12,,,,,,30.6,45894,4882.5,224.8,224.26
36066,856723,658083,COC(=O)C(CC1=CC=C(C=C1)O)NC(=O)CCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N,Inactive,0,,,,,,-13.1,45894,4882.5,224.8,224.26
36067,856664,658016,CN(CCO)C(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)N,Inactive,0,,,,,,-25.3,45894,4882.5,224.8,224.26
36068,857761,659117,CCCOC1=CC=C(C=C1)CC2=NC(=NC(=N2)N)N,Inactive,0,,,,,,-38.9,45894,4882.5,224.8,224.26
36069,7972927,868189,C1CSCCN1C2=NC=CC=N2,Inactive,0,,,,,,-41.6,45894,4882.5,224.8,224.26
36070,7976766,2866329,C1CN(CCN1CCC#N)C(CNS(=O)(=O)C2=CC=C(C=C2)Cl)C3=CC=CC=C3,Inactive,4,,,,,,12.3,45894,4882.5,224.8,224.26
36071,7977184,2259209,C/C(=C\COC1=CC=C(C=C1)NC(=O)C)/Cl,Inactive,3,,,,,,8,45894,4882.5,224.8,224.26
36072,7977573,2862222,CC1=C(C(C(=C(N1)SCC(=O)C2=CC=CC=C2)C#N)C3=CC=CO3)C(=O)C,Active,37,,,,,,92.6,45894,4882.5,224.8,224.26
36073,7975760,3148954,C1=CC=C(C=C1)OCC(CNCC2=CC=CO2)O,Inactive,0,,,,,,-13.5,45894,4882.5,224.8,224.26
36074,7977550,792335,CC1=CC=C(C=C1)S(=O)(=O)N2C(=S)SCC2(C)C,Inactive,0,,,,,,-7.2,45894,4882.5,224.8,224.26
36075,856675,658026,C1=CC2=NN(N=C2C=C1)C3=CC=CS3,Inactive,0,,,,,,-27.5,45894,4882.5,224.8,224.26
36076,857282,658624,COC1=CC=C(C=C1)N2N=C3C=CC=CC3=N2,Inactive,1,,,,,,3.1,45894,4882.5,224.8,224.26
36077,858836,660143,CC(C)CNC(=O)NC1C(N(C(=O)N1C)C)NC(=O)NCC(C)C,Inactive,0,,,,,,-15.9,45894,4882.5,224.8,224.26
36078,857862,659209,CC1=CC2=C(C(=N1)N)C(=O)OC3=CC=CC=C32,Inactive,7,,,,,,18.8,45894,4882.5,224.8,224.26
36079,856142,9615343,CC1C/C(=N\O)/C(CN1CC#C)C.Cl,Inactive,0,,,,,,-28.8,45894,4882.5,224.8,224.26
36080,858394,659722,COC1=CC2=C(C=C1)N(C(=O)C(=[N+]2[O-])C(=O)OC)O,Inactive,0,,,,,,-39.7,45894,4882.5,224.8,224.26
36081,7978218,1357539,CC1=C(C(=NC(=S)N1C2=CC=CC=C2)N3CCN(CC3)C4=CC=CC=C4)C(=O)C,Inactive,0,,,,,,-4.7,45894,4882.5,224.8,224.26
36082,7974001,1624155,CCC(CC)(C#CCN1CCOCC1)OCCC#N,Inactive,0,,,,,,-26.7,45894,4882.5,224.8,224.26
36083,858552,510567,CC1=CC2=C(C=C1)N(C(=C([N+]2=O)C(=O)C)C)[O-],Inactive,0,,,,,,-18.6,45894,4882.5,224.8,224.26
36084,859788,661090,CCOC(=O)C1=C(N(C(=C1)C)CC2=CC=CC=C2)C,Active,20,,,,,,50.1,45894,4882.5,224.8,224.26
36085,857096,77832,CC1(CC(=NO)CC(N1)(C)C)C,Inactive,13,,,,,,34.2,45894,4882.5,224.8,224.26
36086,853368,656024,CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)N3CCCC3)CSC4=NC(=CC(=N4)C)C,Inactive,1,,,,,,3.2,45894,4882.5,224.8,224.26
36087,846218,72574,C1=CC=C2C(=C1)C3=NC=NC4=C(C=CC(=C43)C2=O)C(=O)O,Inactive,0,,,,,,-0.9,45894,4882.5,224.8,224.26
36088,847372,649767,CCCCC1=C(N=C(NC1=O)SCC(=O)NC2=CC3=C(CCC3)C=C2)O,Inactive,19,,,,,,49,45894,4882.5,224.8,224.26
36089,846228,648608,CC1=C(C=CO1)C2=NN=C(N2CC3=CC=CO3)SCC(=O)N4CCOCC4,Inactive,0,,,,,,-6.9,45894,4882.5,224.8,224.26
36090,847270,649669,CC1=CC=CC=C1N2C(C(=O)N(CC2=O)C(C)(C)C)C3=CC=C(C=C3)OC,Inactive,0,,,,,,-9.3,45894,4882.5,224.8,224.26
36091,7974122,2863812,COC1=C(C2=C(C=C1)C(OC2=O)CC(=O)C3=CC=C(C=C3)O)OC,Inactive,15,,,,,,37.7,45894,4882.5,224.8,224.26
36092,7972614,5728422,COC1=CC=CC=C1/C=C\2/C(=N/O)/C3CCN2CC3,Inactive,0,,,,,,-4.6,45894,4882.5,224.8,224.26
36093,7977301,2849147,C1=CC=C2C(=C1)C=CC3=C2OC(=CC3=O)C(F)F,Inactive,0,,,,,,-24.1,45894,4882.5,224.8,224.26
36094,7972126,768965,COC1=C(C=C(C=C1)S(=O)(=O)NC2=CC(=C(C=C2)F)Cl)OC,Active,22,,,,,,56.5,45894,4882.5,224.8,224.26
36095,7975591,2907798,CCCCC(C(=O)O)NS(=O)(=O)C1=CC=C(C=C1)OC,Inactive,0,,,,,,-18.8,45894,4882.5,224.8,224.26
36096,7975752,3435090,CCOC(=O)C1=C(NC(=O)NC1C2=CC=C(C=C2)N(C)C)C3=CC=CC=C3,Inactive,3,,,,,,9,45894,4882.5,224.8,224.26
36097,7975671,2226678,CCOC(=O)N1CCN(CC1)C(=O)COC2=C(C=C(C=C2)Br)Cl,Inactive,14,,,,,,36.5,45894,4882.5,224.8,224.26
36098,3717375,2540653,CC(=O)C1=CC=CC=C1OC2=C3C(=CSC3=NC(=N2)CN4CCOCC4)C5=CC=CS5,Active,28,,,,,,71.5,45894,4882.5,224.8,224.26
36099,861992,6603485,CCN(CC)C(=O)CSC1=NN=C(O1)[C@H](CC2=CC=CC=C2)N.Cl,Inactive,0,,,,,,-6.4,45894,4882.5,224.8,224.26
36100,861538,6602773,CC1=CC(=C(C=C1)C)NC(=O)CSC2=NN=C(O2)[C@H](CC3=CNC4=CC=CC=C43)N.Cl,Inactive,8,,,,,,22.3,45894,4882.5,224.8,224.26
36101,7978021,2872082,CC1=NN(C2=C1C(C(=C(O2)N)C#N)C3=CC=NC=C3)CC4=CC=CC=C4,Active,39,,,,,,99.5,45894,4882.5,224.8,224.26
36102,843972,646278,CCC1=NN=C(S1)NC(=O)CSC2=NN=C(N2CC)C3=CC4=CC=CC=C4C=C3O,Active,35,,,,,,89.9,45894,4882.5,224.8,224.26
36103,3712121,2127533,CCOC1=CC=C(C=C1)C2=NN=C(O2)NC(=O)NCC(=O)OCC,Inactive,0,,,,,,-16.9,45894,4882.5,224.8,224.26
36104,862026,663256,CC(C)(C)OC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C3=NN=C(O3)SCC(=O)N(C)C,Inactive,5,,,,,,13.4,45894,4882.5,224.8,224.26
36105,856989,658349,CC1=CC2=C(C=C1)N(C3=C2CCCC3)CC(=O)OC,Inactive,0,,,,,,-14.5,45894,4882.5,224.8,224.26
36106,861953,663176,CC1(CC2=C(CO1)C(=NC(=N2)C3=CC=C(C=C3)OC)SCC(=O)N4CCOCC4)C,Inactive,2,,,,,,7.3,45894,4882.5,224.8,224.26
36107,861600,662840,CC1=CC=C(C=C1)S(=O)(=O)C(C#N)C2=NC3=CC=CC=C3N=C2N4CCCCC4,Inactive,2,,,,,,7.3,45894,4882.5,224.8,224.26
36108,857939,659290,CC1=C2C(C(=C(OC2=NN1)N)C#N)CCC3=CC=CC=C3,Inactive,12,,,,,,31.7,45894,4882.5,224.8,224.26
36109,857956,4365992,CCN(CC)CCN=C(C)C1=C(N(C(=O)NC1=O)C2=CC=CC=C2OC)O,Inactive,0,,,,,,-23.8,45894,4882.5,224.8,224.26
36110,864913,666161,C1C(NC(S1)CCC2=CC=CC=C2)C(=O)O,Inactive,0,,,,,,-7.1,45894,4882.5,224.8,224.26
36111,4250217,228457,CCOC(=O)NC1=C(N(N(C1=O)C2=CC=CC=C2)C)C,Inactive,1,,,,,,4.2,59409,4583.5,245.72,237.05
36112,7977065,1072534,CCOC(=O)C1=C(C2=C(S1)N=C(C3=C2CC(N(C3)C)(C)C)N4CCOCC4)N,Inactive,7,,,,,,18.9,59409,4583.5,245.72,237.05
36113,843782,646087,CC1=CC(=NC(=N1)N2CCC(CC2)C(=O)NCC=C)C3=CC=CC=C3,Active,30,,,,,,77.3,59409,4583.5,245.72,237.05
36114,849648,652145,CC1=CC2=NC(=O)CC(N2C=C1)(C)C(=O)N(CC(=O)NC(C)(C)C)C3CCCC3,Inactive,0,,,,,,-9.5,59409,4583.5,245.72,237.05
36115,3717487,6602972,CN1CCCN(CC1)C(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N(C)C3=CC=CC=C3.Cl,Inactive,11,,,,,,29.8,59409,4583.5,245.72,237.05
36116,844462,646787,CCN1CCN(CC1)C2=CC=C(C=C2)NC(=O)COC3=CC=CC=C3Cl,Inactive,5,,,,,,12.6,59409,4583.5,245.72,237.05
36117,3716302,2999551,C1CC(C2=CC=CC=C2C1)NC(=O)C3=CN=CC=C3,Inactive,4,,,,,,12.3,59409,4583.5,245.72,237.05
36118,851047,653599,CC1CC=C2C(C1)C(C(C(=C2C#N)N)(C#N)C#N)C3=CC=CS3,Inactive,5,,,,,,13.8,59409,4583.5,245.72,237.05
36119,3715146,2999100,CC(CCC1=CC=CC=C1)NC(=O)CSC2=NC=CC(=O)N2,Inactive,8,,,,,,20.1,59409,4583.5,245.72,237.05
36120,3716673,2363184,C1CN(CC2=CC=CC=C21)C(=O)CSC3=NN=C4N3C=CC=C4,Inactive,0,,,,,,-2.6,59409,4583.5,245.72,237.05
36121,3712375,2113901,CC1=C(C2=C(C=C1)C(=CO2)CC(=O)O)C,Inactive,2,,,,,,6.4,59409,4583.5,245.72,237.05
36122,3712621,2116215,CC1=CC(=C(O1)C)C(=O)N2C=C(C=N2)C(=O)C3=C(C=CC(=C3)OC)O,Inactive,0,,,,,,-17.1,59409,4583.5,245.72,237.05
36123,3712382,2997999,CCN1C2=CC=CC=C2C3=C1N=C(N=N3)SCC4=CC(=O)N5C=CSC5=N4,Active,26,,,,,,65.4,59409,4583.5,245.72,237.05
36124,3712897,985327,CC1=NC(=C2C3=C(CCC3)SC2=N1)N4CCN(CC4)C(=O)C5=CC=CO5,Active,34,,,,,,85.6,59409,4583.5,245.72,237.05
36125,3716228,2999524,CC1=NN(C(=C1)NC2=C(C=C(C=N2)Cl)Cl)C3=CC=CC=N3,Inactive,4,,,,,,12,59409,4583.5,245.72,237.05
36126,3715603,2999280,CCOC1=CC=CC=C1C(=O)NCC(=O)OCC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,Inactive,0,,,,,,-31.1,59409,4583.5,245.72,237.05
36127,7973498,3131363,CCN1C2=CC=CC=C2N=C1C(C3=CC=C(C=C3)C)O,Inactive,0,,,,,,-4.6,59409,4583.5,245.72,237.05
36128,7977901,135449269,CC1(CC(=C(C(=O)C1)C=NCCN2CCN(CC2)C(=O)NC34CC5CC(C3)CC(C5)C4)O)C,Inactive,2,,,,,,7.4,59409,4583.5,245.72,237.05
36129,3717161,2103175,COC1=CC=CC=C1NC(=O)NC2=CC=NN2C3CCCCC3,Inactive,17,,,,,,44.2,59409,4583.5,245.72,237.05
36130,3713567,739615,CC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=CC=CS3,Inactive,0,,,,,,1.5,59409,4583.5,245.72,237.05
36131,851152,653713,COC1=C(C=CC=N1)C(=O)NCC(CC(=O)O)C2=CC=CC=C2,Inactive,12,,,,,,31.9,59409,4583.5,245.72,237.05
36132,851334,653905,CCN(CC)C1=NC(=NC(=N1)NC2=CC=CC=C2)OC3=NN(C(=O)C=C3)C,Inactive,12,,,,,,30.2,59409,4583.5,245.72,237.05
36133,3715443,2999210,CC1=CC(=NC(=N1)N2C(=C(C(=N2)C)C3(C4=CC=CC=C4NC3=O)O)N)C,Inactive,0,,,,,,-2.3,59409,4583.5,245.72,237.05
36134,847754,650163,COC1=C(C=C(C=C1)NC(=O)C2CCCN2C3=CC(=C(C=C3)OC)OC)OC,Inactive,12,,,,,,32.3,59409,4583.5,245.72,237.05
36135,849396,651883,CCNC1=NC(=NC(=N1)SC(C(=O)C)C(=O)C)NC(C)(C)C,Inactive,2,,,,,,6.1,59409,4583.5,245.72,237.05
36136,3711466,141040,C1=CC=C(C=C1)NC2=NNN=N2,Inactive,0,,,,,,-13.1,59409,4583.5,245.72,237.05
36137,3713565,2380862,COC1=CC=C(C=C1)C2=CSC(=N2)CC3=NN=C(N3C4=CC=CC=C4)N5CCOCC5,Inactive,4,,,,,,12.2,59409,4583.5,245.72,237.05
36138,3711365,2116864,CCOC(=O)CC1=CSC(=N1)SCC(=O)NC2=C(C3=C(S2)CCC3)C(=O)N,Active,20,,,,,,50.3,59409,4583.5,245.72,237.05
36139,3712961,2116736,CC1=CC(=NN1C2=CC=C(C=C2)C(=O)OCC3=NN=C(O3)C4=CC=CC=C4)C,Inactive,0,,,,,,2.4,59409,4583.5,245.72,237.05
36140,848275,650713,CC(C)OC1=C(C=C(C=C1)C2C3CN(CC=C3C(=C(C2(C#N)C#N)N)C#N)C)OC,Inactive,5,,,,,,13.5,59409,4583.5,245.72,237.05
36141,844029,646339,C1C2CN(CC1C3=CC=CC(=O)N3C2)C4=NC=NC5=C4C=NN5C6=CC=C(C=C6)Cl,Inactive,4,,,,,,12,59409,4583.5,245.72,237.05
36142,3715425,2361005,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)CCC(=O)C3=NN=C(O3)C4=CC=CC=C4,Inactive,16,,,,,,41.1,59409,4583.5,245.72,237.05
36143,3715012,2999039,CC1=C(SC2=C1C(=O)N3CCCC3=N2)C(=O)NC4=CC=CC=C4N5CCOCC5,Inactive,0,,,,,,-3.4,59409,4583.5,245.72,237.05
36144,850983,653536,C1CCN(CC1)C(=O)NC2=CC(=O)C3=CC=CC=C3O2,Inactive,1,,,,,,4.6,59409,4583.5,245.72,237.05
36145,3717909,2116789,CCCN1C(=CC(=C1C)C(=O)COC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N3CCCC3)C,Inactive,0,,,,,,-70.6,59409,4583.5,245.72,237.05
36146,3713997,2116735,CCOC1=C(C=CC=N1)C(=O)OCC(=O)C2=C(N(C(=O)N(C2=O)C)C)N,Inactive,0,,,,,,-33.6,59409,4583.5,245.72,237.05
36147,851173,653733,CC(=O)NC1=C(N=C(S1)NC(=O)C2=CC=CC=C2)C3=CC=CS3,Inactive,6,,,,,,15.5,59409,4583.5,245.72,237.05
36148,848180,650609,CCNC1=NC(=NC(=N1)SCC(=O)OC)N2CCOCC2,Inactive,1,,,,,,2.8,59409,4583.5,245.72,237.05
36149,846317,648703,CN1C2=CC=CC=C2C3(C1=O)C(=C(OC(=C3C(=O)OC)CC(=O)OC)N)C#N,Inactive,0,,,,,,-9.7,59409,4583.5,245.72,237.05
36150,3714752,2391814,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)COC(=O)CC3=CC=C(C=C3)OC,Inactive,0,,,,,,-18.5,59409,4583.5,245.72,237.05
36151,3711388,2426510,CC1=CC(=O)N2C(=C1C#N)C=CC3=CC=CC=C32,Inactive,6,,,,,,15.9,59409,4583.5,245.72,237.05
36152,3712615,2998095,CC1=NN(C2=C1C(N3C=C(C=CC3=N2)S(=O)(=O)N4CCCCC4)C5=CN=CC=C5)C6=CC=CC=C6,Inactive,4,,,,,,10.9,59409,4583.5,245.72,237.05
36153,3713418,859858,COC1=CC=C(C=C1)C2=NN=C(O2)SCC(=O)C3=CC=CS3,Inactive,14,,,,,,35.2,59409,4583.5,245.72,237.05
36154,3711327,2116742,CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)NC2=CC(=C(C=C2)OC)OC,Inactive,0,,,,,,-23.4,59409,4583.5,245.72,237.05
36155,843973,646279,CN(C)C(=O)C1=C(OC2=C1C=C(C=C2)O)C3=CC=CC=C3,Inactive,14,,,,,,36.4,59409,4583.5,245.72,237.05
36156,848517,54679508,CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(C3=CC=CC=C3N(C2=O)C)O,Inactive,0,,,,,,-3,59409,4583.5,245.72,237.05
36157,3712229,2116892,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)CCN5CCOCC5)N,Inactive,9,,,,,,22.9,59409,4583.5,245.72,237.05
36158,3712356,2361010,C1=CC(=CC=C1C(=O)C2=NN=C(O2)C3=CC=NC=C3)Cl,Inactive,18,,,,,,46.9,59409,4583.5,245.72,237.05
36159,3717618,2380024,CN1C2=C(C=C(C(=O)O2)NC(=O)C3=CC=CC=C3Cl)C(=O)N(C1=O)C,Inactive,7,,,,,,18.1,59409,4583.5,245.72,237.05
36160,3715848,2999374,CCN1C2=C(C=C(C=C2)NC(=O)COC(=O)C3CCC(=O)N3)C4=CC=CC=C41,Inactive,0,,,,,,-107,59409,4583.5,245.72,237.05
36161,3717069,2999862,CC1=CC(=C(C2=NC3=CC=CC=C3N12)C#N)C4=CC=CO4.CN(C)C=O,Inactive,1,,,,,,4.9,59409,4583.5,245.72,237.05
36162,3714617,2998877,CC(C(=O)NC1=C(C=C(C=N1)Cl)Cl)OC(=O)C2=CC=CC=C2NCC3=CC=CO3,Active,32,,,,,,80.7,59409,4583.5,245.72,237.05
36163,3717079,2116724,CCN(CC)S(=O)(=O)C1=C(C=CC(=C1)C(=O)OCC(=O)C2=CC3=C(C=C2)OCC(=O)N3)F,Inactive,0,,,,,,-8.3,59409,4583.5,245.72,237.05
36164,844851,647184,CN1C2=C(C(=O)NC1=O)N(C(=N2)N3CCCC3)CCCSC4=NC5=CC=CC=C5O4,Inactive,6,,,,,,16.9,59409,4583.5,245.72,237.05
36165,844061,646371,CC1CCN(CC1)CC2=C(C3=CC=CC=C3N2C)C#N,Inactive,4,,,,,,11.9,59409,4583.5,245.72,237.05
36166,3713011,236275,C1=CC=C2C(=C1)N=C(C(=N2)C3=CC=CO3)C4=CC=CO4,Inactive,12,,,,,,32,59409,4583.5,245.72,237.05
36167,3712813,2998177,CC1=NC2=CC=CC=C2C(=C1)NC(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCOCC4,Inactive,0,,,,,,-15.4,59409,4583.5,245.72,237.05
36168,3711817,2426514,CC1=CC(=O)N2C(=C1C#N)SC(=N2)C3=CC=CC=C3,Inactive,0,,,,,,-17.7,59409,4583.5,245.72,237.05
36169,3713013,2111823,CC(=O)CN1C(=NC2=CC=CC=C2C1=O)CN3CCN(CC3)C4=CC=CC=C4OC,Inactive,17,,,,,,43.7,59409,4583.5,245.72,237.05
36170,3715616,2117733,COC1=CC(=C(C=C1)OC)C(=O)COC(=O)C2=C(C=C(C=C2)OC)OC,Inactive,0,,,,,,-213.1,59409,4583.5,245.72,237.05
36171,3711797,2116753,C1=CC=C(C=C1)OC2=CC=CC=C2C(=O)OCC(=O)NC(=O)N,Inactive,0,,,,,,0.2,59409,4583.5,245.72,237.05
36172,853018,655661,CC1=C(C=C(C=C1)NC(=O)CS(=O)CC(=O)NC(C)CCC2=CC=CO2)Cl,Inactive,6,,,,,,16.3,59409,4583.5,245.72,237.05
36173,849346,651835,CCN(CC)C(=O)CN(C#N)C1=NC(=NC(=N1)N(C)C)OC,Inactive,0,,,,,,-15.9,59409,4583.5,245.72,237.05
36174,850303,652818,CC1=CC=C(C=C1)C2=NN=C(O2)CSC3=NN=CN3N,Inactive,0,,,,,,-8.5,59409,4583.5,245.72,237.05
36175,853131,655783,COC1=CC=C(C=C1)C2=NC3=NC=NN3C(=C2)NCC4=CC=CC=N4,Inactive,3,,,,,,7.5,59409,4583.5,245.72,237.05
36176,3713508,135408328,CN1C(=C(C(=O)N(C1=O)C)/C=N/C2=CC=CC=N2)O,Inactive,1,,,,,,3.1,59409,4583.5,245.72,237.05
36177,849183,651652,CC1=C(C=C(C=C1)C2=NN3C(=NN=C3S2)C)NC(=O)C4=CN=CC=C4,Active,24,,,,,,60,59409,4583.5,245.72,237.05
36178,3713094,2998280,CCOC(=O)C1=CC=CC=C1NC(=O)COC(=O)C2=CC(=C(C=C2)C)S(=O)(=O)N3CCOCC3,Active,24,,,,,,61.2,59409,4583.5,245.72,237.05
36179,3714447,9590022,C1COC2(O1)C3C4CC5C3/C(=N/O)/C6C5C4C26,Inactive,0,,,,,,-17.6,59409,4583.5,245.72,237.05
36180,858572,659880,C1=COC(=C1)C(=O)C2=C(NN=C2)C3=C(C=C(C=C3)Cl)O,Active,20,,,,,,50.8,59409,4583.5,245.72,237.05
36181,858494,659805,C1CC[C@H]2[C@@H](C1)N(C(N2O)C3=C(C=C(C=C3)Cl)Cl)O,Inactive,0,,,,,,-0.4,59409,4583.5,245.72,237.05
36182,858036,5419455,CN1C2=C(C(=O)N(C1=O)C)N=NN2/N=C(/C3CC3)\C4=CC=CC=C4,Inactive,3,,,,,,9.5,59409,4583.5,245.72,237.05
36183,856934,6400918,COC(=O)C1=NC(=C(N=N1)C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,,,,,,-22.5,59409,4583.5,245.72,237.05
36184,857336,135435896,COC1=C(C=C(C=C1)CC2=NN=C(NC2=O)SC)OC,Inactive,6,,,,,,17,59409,4583.5,245.72,237.05
36185,857545,658899,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N3C=C(C(=O)C4=CC(=C(C(=C43)F)N5CCCC5)F)C(=O)O,Inactive,0,,,,,,-12.3,59409,4583.5,245.72,237.05
36186,857929,659281,C1CN2CCN=C(CC2(N1)C(F)(F)F)C3=CC=CC=C3,Inactive,0,,,,,,1,59409,4583.5,245.72,237.05
36187,857859,548915,C1CCC(CC1)(CO)C2=NOC(C2)(C(F)(F)F)O,Inactive,14,,,,,,36.7,59409,4583.5,245.72,237.05
36188,858425,319734,C1=CC=C(C=C1)C2=NC3=NN=NN3N=C2,Inactive,0,,,,,,-5.7,59409,4583.5,245.72,237.05
36189,3712394,2321890,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2SC4=NN=CN4C,Inactive,17,,,,,,44.1,59409,4583.5,245.72,237.05
36190,3716796,6603267,C1CN(CCN1CC#CC2=CC=CC=C2)C3=CC=CC=N3.Cl,Active,30,,,,,,76.1,59409,4583.5,245.72,237.05
